entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2312405,CMA-DO-SRT-136-2021 (Presentación de oferta),700676059,CO1.BDOS.2182505,INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; FINANCIERA Y AMBIENTAL PARA LA CONSTRUCCIÓN DE OBRAS DE CONTENCIÓN; DRENAJE; REHABILITACIÓN Y MEJORAMIENTO DE LA VÍA IMUES  GUAITARILLA; DEPARTAMENTO DE NARIÑO,"INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA LA CONSTRUCCIÓN DE OBRAS DE CONTENCIÓN, DRENAJE, REHABILITACIÓN Y MEJORAMIENTO DE LA VÍA IMUES  GUAITARILLA, DEPARTAMENTO DE NARIÑO EN EL MARCO DEL PROGRAMA CONECTAR TERRITORIOS",Presentación de oferta,2021-09-15,2021-09-15,2021-09-15,1149269777,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2021-09-29,2021-11-04,2021-11-04,Bogotá,Sudbirección Red Terciaria y Ferrea,0,0,233,0,93,0,0,93,0,Seleccionado,70,Si,CO1.AWD.1154473,714523503,No Definido,Bogotá,2021-11-05,1148589097,Enrique Carlos Illidge,CONSORCIO DAIMCO-ICE 2021,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2253136'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6045561,CMA-DTE-SPI-006-2024 (Presentación de oferta),700676059,CO1.BDOS.5783680,ESTUDIOS Y DISEÑOS PARA LA CONSTRUCCION DE LA VARIANTE ISNOS DEPARTAMENTO DEL HUILA (Presentación de oferta),ESTUDIOS Y DISEÑOS PARA LA CONSTRUCCION DE LA VARIANTE ISNOS DEPARTAMENTO DEL HUILA,Presentación de oferta,2024-04-04,2024-04-04,2024-04-04,1280344800,Concurso de méritos abierto,Ley 1150 de 2007,7,Mes(es),2024-04-12,2024-04-12,2024-04-12,Bogotá,Subdirección de Planificación de Infraestructura,0,0,189,0,37,0,0,37,0,Seleccionado,70,Si,CO1.AWD.1917466,726126873,No Definido,Bogotá,2024-05-22,1280344800,Liana Constanza Diaz Diaz,CONSORCIO META - CIP,No Definido,V1.81102200,Cerrado,Consultoría,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5935187'},700676059,Adjudicado
AGENCIA NACIONAL DE SEGURIDAD VIAL,9008529985,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2592555,C-PÚBLICA 002-2022,703187666,CO1.BDOS.2518363,PLANES DE MOVILIDAD ESCOLAR,"ACOMPAÑAR TÉCNICAMENTE A LAS INSTITUCIONES EDUCATIVAS DE MUNICIPIOS PRIORIZADOS POR LA AGENCIA NACIONAL DE SEGURIDAD VIAL, PARA LA ESTRUCTURACIÓN, IMPLEMENTACIÓN Y SEGUIMIENTO DE LOS PLANES DE MOVILIDAD ESCOLAR, CON ÉNFASIS EN EDUCACIÓN VIAL",Presentación de oferta,2022-01-11,2022-01-11,2022-01-11,2162765590,Contratación régimen especial (con ofertas),Regla aplicable,11,Mes(es),2022-02-04,2022-02-04,2022-02-04,No Aplica,GRUPO DE GESTIÓN CONTRACTUAL,0,0,89,0,6,0,0,6,0,Seleccionado,70,Si,CO1.AWD.1247134,717024715,No Definido,Bogotá,2022-03-04,2164748176,ELIANA MARIA PADILLA GONZALEZ,CONSORCIO CIB,No Definido,V1.81102200,Cerrado,Otro,No Definido,"V181131500, V186101700, V186111600, V186121500, V186121700, V186131700, V193141500, V193141700",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2524532'},703187666,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.866928,711267385,No Definido,Bogotá,2020-11-27,11305413321,DTPS21,CONSORCIO HLS TRANSMILENIO,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4496074,CMA-DEO-SGI-011-2023 (Presentación de oferta),700676059,CO1.BDOS.4329898,ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS; DE LAS DIRECCIÓNES TERRITORIALES HUILA; META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5 (Presentación de oferta),"ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS, DE LAS DIRECCIÓNES TERRITORIALES HUILA, META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5",Presentación de oferta,2023-05-09,2023-05-09,2023-05-09,3452062959,Concurso de méritos abierto,Ley 1150 de 2007,4,Mes(es),2023-05-26,2023-05-26,2023-05-26,Bogotá,Subdirección Gestión Integral de Carreteras Nacionales,0,0,241,0,105,1,0,104,9,Seleccionado,70,Si,CO1.AWD.1660050,722040052,No Definido,Bogotá,2023-07-13,283776853,Enrique Carlos Illidge,CONSORCIO VIAL CENTRAL-11,No Definido,V1.81102200,Cerrado,Consultoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4397483'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4496074,CMA-DEO-SGI-011-2023 (Presentación de oferta),700676059,CO1.BDOS.4329898,ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS; DE LAS DIRECCIÓNES TERRITORIALES HUILA; META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5 (Presentación de oferta),"ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS, DE LAS DIRECCIÓNES TERRITORIALES HUILA, META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5",Presentación de oferta,2023-05-09,2023-05-09,2023-05-09,3452062959,Concurso de méritos abierto,Ley 1150 de 2007,4,Mes(es),2023-05-26,2023-05-26,2023-05-26,Bogotá,Subdirección Gestión Integral de Carreteras Nacionales,0,0,241,0,105,1,0,104,9,Seleccionado,70,Si,CO1.AWD.1660050,722040052,No Definido,Bogotá,2023-07-13,283776853,Enrique Carlos Illidge,CONSORCIO VIAL CENTRAL-11,No Definido,V1.81102200,Cerrado,Consultoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4397483'},700676059,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.866928,700797178,Cundinamarca,No Definido,2020-11-27,11551228902,DTPS21,MAB INGENIERIA DE VALOR S.A.,900139110,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.866928,700797178,Cundinamarca,No Definido,2020-11-27,11551228902,DTPS21,MAB INGENIERIA DE VALOR S.A.,900139110,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.800259,CMA-DO-SRN-012-2019 (Presentación de oferta),700676059,CO1.BDOS.764279,ADMINISTRADORES VIALES CAQUETA (Presentación de oferta),ADMINISTRACIÓN VIAL DE LAS CARRETERAS A CARGO DE LA TERRITORIAL CAQUETÁ MÓDULOS 1 A 3,Presentación de oferta,2019-03-05,2019-03-05,2019-03-05,988853239,Concurso de méritos abierto,Ley 1150 de 2007,6,Mes(es),2019-03-21,2019-05-10,2019-05-10,Bogotá,Subdirección de la Red Nacional de Carreteras,0,0,167,0,70,0,0,72,3,Seleccionado,70,Si,CO1.AWD.504037,706794153,No Definido,No Definido,2019-05-22,323309196,Myriam Janneth Cadena Cruz,CONSORCIO ECOAD CAQUETA,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768780'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.5239576,IP-DT-MET-025-2023,700676059,CO1.BDOS.5125686,INTERVENTORIA TECNICA ADMINISTRATIVA FINANCIERA Y AMBIENTAL PARA EL MEJORAMIENTO Y MANTENIMIENTO DE LAS VÍAS RURALES EN EL MUNICIPIO DE SAN JUAN DE ARAMA DEL DEPARTAMENTO DEL META DEL PROGRAMA CAMINOS,INTERVENTORIA TECNICA ADMINISTRATIVA FINANCIERA Y AMBIENTAL PARA EL MEJORAMIENTO Y MANTENIMIENTO DE LAS VÍAS RURALES EN EL MUNICIPIO DE SAN JUAN DE ARAMA DEL DEPARTAMENTO DEL META DEL PROGRAMA CAMINOS,Presentación de oferta,2023-11-03,2023-11-03,2023-11-03,71999998,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,2,Mes(es),2023-11-10,2023-11-10,2023-11-10,Villavicencio,Dirección Territorial Meta,0,0,26,0,7,0,0,7,0,Seleccionado,70,Si,CO1.AWD.1773332,706883279,Risaralda,Pereira,2023-11-22,49000000,Orlando Ortiz Gomez,JAIRO HUMBERTO SANDOVAL TOVAR,79244696,V1.81102200,Cerrado,Interventoría,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5138164'},700676059,Adjudicado
ALCALDÍA MUNICIPIO DE ISNOS,800097098,Huila,Isnos,Territorial,Descentralizada,CO1.REQ.6783208,MI-SP-CD-PS-283-2024,705071272,CO1.BDOS.6656046,CONTRATAR LA PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS EN LA SECRETARIA DE PLANEACION; SERVICIOS PÚBLICOS E INFRAESTRUCTURA; PARA APOYAR LAS ACTIVIDADES COMO DIRECTOR EN LA REVISIÓN Y ACTUA,"CONTRATAR LA PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS EN LA SECRETARIA DE PLANEACION, SERVICIOS PÚBLICOS E INFRAESTRUCTURA, PARA APOYAR LAS ACTIVIDADES COMO DIRECTOR EN LA REVISIÓN Y ACTUALIZACION DEL INVENTARIO DE LA RED VIAL TERCIARIA DEL MUNICIPIO DE ISNOS-HUILA, DE ACUERDO CON LA NORMATIVIDAD APLICABLE.",Presentación de oferta,2024-09-04,2024-09-04,2024-09-04,18000000,Contratación directa,Servicios profesionales y apoyo a la gestión,117,día(s),,,,Isnos,CONTRATACION PAA ISNOS-HUILA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,715852489,Huila,Isnos,,0,No Adjudicado,ROBERTO ÑAÑEZ MUÑOZ,1084250701,V1.81102200,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6664335'},705071272,Adjudicado
MUNICIPIO DE PITALITO,891180077,Huila,Pitalito,Territorial,Centralizada,CO1.REQ.4977001,MP-SI-CD-PS-540-2023,702330010,CO1.BDOS.4868501,PRESTACION DE SERVICIOS PROFESIONALES,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL APOYO DE LA EJECUCIÓN A LA META  VÍA URBANA CON MANTENIMIENTO PERIÓDICO Y RUTINARIO ENMARCADA DENTRO DEL PROGRAMA DENOMINADO: VÍAS PARA UNA CIUDAD REGIÓN PARA LA VIGENICA 2023, MUNICIPIO DE PITALITO HUILA",Presentación de oferta,2023-08-24,2023-08-24,2023-08-24,18880000,Contratación directa,Servicios profesionales y apoyo a la gestión,105,día(s),,,,Pitalito,OFICINA DE CONTRATACIÓN  PAA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,716704804,Huila,Pitalito,,0,No Adjudicado,JORGE LUIS,1121885596,V1.81102200,Abierto,Prestación de servicios,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4878732'},702330010,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.920406,711203133,No Definido,Bogotá,2020-12-21,13469113435,DTPS 18,CONSORCIO INTER AVENIDAS,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.920406,711203133,No Definido,Bogotá,2020-12-21,13469113435,DTPS 18,CONSORCIO INTER AVENIDAS,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.5361822,IP-DT-GUA-014-2023,700676059,CO1.BDOS.5244817,INTERVENTORIA MUNICIPIOS DE FONSECA Y DISTRACCIÓN;  PROGRAMA CAMINOS COMUNITARIOS POR LA PAZ TOTAL,"INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA EL MEJORAMIENTO DE LAS VÍAS RURALES EN LOS MUNICIPIOS DE FONSECA Y DISTRACCIÓN DEPARTAMENTO DE LA GUAJIRA DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL",Presentación de oferta,2023-11-30,2023-11-30,2023-11-30,113340588,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,30,día(s),2023-12-07,2023-12-07,2023-12-07,Riohacha,Dirección Territorial Guajira,0,0,42,0,13,0,0,13,0,Seleccionado,70,Si,CO1.AWD.1805275,724189493,No Definido,Riohacha,2023-12-19,79906284,EUSEBIO PEREZ ROMERO,CONSORCIO VIGAVI FONSE DISTRA,No Definido,V1.81102200,Cerrado,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5258026'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2309073,CMA-DO-SRN-138-2021 (Presentación de oferta),700676059,CO1.BDOS.2204077,INTERVENTORÍA PARA EL MANTENIMIENTO DE LA CARRETERA 25NRD VARIANTE ORIENTAL DE PASTO Y EL SERVICIO DE OPERACIÓN TÚNEL DAZA UBICADO VARIANTE ORIENTAL PASTO DE LAS RUTAS 2501 Y 2502 . DEPARTAMENTO DE NA,INTERVENTORÍA PARA EL MANTENIMIENTO DE LA CARRETERA 25NRD VARIANTE ORIENTAL DE PASTO Y EL SERVICIO DE OPERACIÓN TÚNEL DAZA UBICADO VARIANTE ORIENTAL PASTO DE LAS RUTAS 2501 Y 2502 . DEPARTAMENTO DE NARIÑO,Presentación de oferta,2021-09-14,2021-09-14,2021-09-14,919470373,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2021-09-29,2021-10-27,2021-10-27,Bogotá,Subdirección de la Red Nacional de Carreteras,0,0,207,0,51,0,0,51,0,Seleccionado,70,Si,CO1.AWD.1142125,700791031,Distrito Capital de Bogotá,No Definido,2021-10-27,919382075,SERGIO ARMANDO HEREDIA LUNA,JOYCO S.A.S BIC,860067561,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2250019'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4496074,CMA-DEO-SGI-011-2023 (Presentación de oferta),700676059,CO1.BDOS.4329898,ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS; DE LAS DIRECCIÓNES TERRITORIALES HUILA; META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5 (Presentación de oferta),"ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS, DE LAS DIRECCIÓNES TERRITORIALES HUILA, META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5",Presentación de oferta,2023-05-09,2023-05-09,2023-05-09,3452062959,Concurso de méritos abierto,Ley 1150 de 2007,4,Mes(es),2023-05-26,2023-05-26,2023-05-26,Bogotá,Subdirección Gestión Integral de Carreteras Nacionales,0,0,241,0,105,1,0,104,9,Seleccionado,70,Si,CO1.AWD.1660050,701007049,Distrito Capital de Bogotá,No Definido,2023-07-13,385437459,Enrique Carlos Illidge,INTERSA S.A.,8604506443,V1.81102200,Cerrado,Consultoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4397483'},700676059,Adjudicado
ALCALDIA LOCAL RAFAEL URIBE URIBE,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Descentralizada,CO1.REQ.1380675,FDLRUU-CMA-171-2020 (Presentación de oferta),702118076,CO1.BDOS.1318536,INTERVENTORIA MALLA VIAL (Presentación de oferta),"Realizar la interventoría técnica, administrativa, legal, financiera, social, ambiental y de seguridad y salud en el trabajo (SST), del contrato de obra pública que tiene por objeto: Obras y actividades para la construcción de malla vial y espacio público de la Localidad de Rafael Uribe Uribe en Bogotá, D.C. derivado del proceso de la licitación publica No. FDLRUU-LP-233-2019; en el Marco del Proyecto 1544 Malla Vial Local y Espacio Público",Presentación de oferta,2020-07-14,2020-07-14,2020-07-14,338504884,Concurso de méritos abierto,Ley 1150 de 2007,7,Mes(es),2020-07-28,2020-08-20,2020-08-20,Bogotá,CONTRATACION ALRUU,0,0,216,0,59,0,0,62,0,Seleccionado,70,Si,CO1.AWD.808819,707569505,No Definido,Bogotá,2020-08-26,338504541,carolina morris prieto,CONSORCIO G&J,901405970,V1.81102200,Cerrado,Interventoría,No Definido,"V172141103, V172141104, V172141105, V180101500, V180101600",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1336646'},702118076,Adjudicado
AGENCIA NACIONAL DE SEGURIDAD VIAL,9008529985,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.1271666,C-PUBLICA-002-2020,703187666,CO1.BDOS.1233435,PLANES DE MOVILIDAD ESCOLAR,"ACOMPAÑAR TÉCNICAMENTE A LAS INSTITUCIONES EDUCATIVAS DE MUNICIPIOS PRIORIZADOS POR LA AGENCIA NACIONAL DE SEGURIDAD VIAL, PARA LA ESTRUCTURACIÓN E IMPLEMENTACIÓN DE LOS PLANES DE MOVILIDAD ESCOLAR, CON ÉNFASIS EN EDUCACIÓN VIAL",Presentación de oferta,2020-05-04,2020-05-04,2020-05-04,2585337593,Contratación régimen especial (con ofertas),Regla aplicable,10,Mes(es),2020-06-01,2020-06-01,2020-06-01,No Aplica,GRUPO DE GESTIÓN CONTRACTUAL,0,0,135,0,7,0,0,7,0,Seleccionado,70,Si,CO1.AWD.760635,709954648,No Definido,Bogotá,2020-09-16,2585215500,ELIANA MARIA PADILLA GONZALEZ,UT  MOVILIDAD ESCOLAR 2020,No Definido,V1.81102200,Cerrado,Otro,No Definido,"V180101600, V186101700, V186111600, V186121500, V193141500, V194131500",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1231052'},703187666,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4496074,CMA-DEO-SGI-011-2023 (Presentación de oferta),700676059,CO1.BDOS.4329898,ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS; DE LAS DIRECCIÓNES TERRITORIALES HUILA; META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5 (Presentación de oferta),"ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS, DE LAS DIRECCIÓNES TERRITORIALES HUILA, META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5",Presentación de oferta,2023-05-09,2023-05-09,2023-05-09,3452062959,Concurso de méritos abierto,Ley 1150 de 2007,4,Mes(es),2023-05-26,2023-05-26,2023-05-26,Bogotá,Subdirección Gestión Integral de Carreteras Nacionales,0,0,241,0,105,1,0,104,9,Seleccionado,70,Si,CO1.AWD.1660050,702644279,Distrito Capital de Bogotá,No Definido,2023-07-13,382195318,Enrique Carlos Illidge,ARINCO SAS,901094289,V1.81102200,Cerrado,Consultoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4397483'},700676059,Adjudicado
